year,km_driven,owner,brand,fuel_CNG,fuel_Diesel,fuel_LPG,fuel_Petrol,transmission_Automatic,transmission_Manual,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer
2018,0.06198750802754284,1,0.46,0,1,0,0,0,1,0,1,0
2011,0.0867830071485424,2,0.46,0,0,0,1,0,1,0,1,0
2019,0.012396509785543727,1,0.46,0,0,0,1,0,1,0,1,0
2017,0.11157850626954195,1,0.46,0,1,0,0,0,1,0,1,0
2016,0.04958975846704306,1,0.46,0,0,0,1,0,1,0,1,0
2006,0.07687596547474702,2,0.46,0,0,0,1,0,1,0,1,0
2017,0.04103531127029821,2,0.17,0,0,0,1,0,1,0,1,0
2014,0.04958975846704306,2,0.17,0,0,0,1,0,1,0,1,0
1999,0.14877175495104128,2,0.17,0,0,0,1,0,1,0,1,0
2007,0.09918075670904218,1,0.46,0,0,0,1,0,1,0,1,0
2016,0.0867830071485424,1,0.09,0,1,0,0,0,1,0,1,0
2006,0.27274925055603905,2,0.05,0,0,0,1,0,1,0,1,0
2010,0.06198750802754284,1,0.05,0,1,0,0,0,1,0,1,0
2015,0.055788633247292954,2,0.07,0,0,0,1,0,1,0,1,0
2014,0.1363740053905415,1,0.04,0,1,0,0,0,1,0,1,0
2014,0.060747733071492865,1,0.07,0,1,0,0,0,1,0,1,0
2018,0.043390883686793176,1,0.05,0,1,0,0,1,0,0,1,0
2017,0.1983627531930404,1,0.05,0,1,0,0,0,1,0,1,0
2007,0.22315825231403996,3,0.46,0,0,0,1,0,1,0,1,0
2007,0.07438525758804262,2,0.46,0,0,0,1,0,1,0,1,0
2008,0.1363740053905415,3,0.07,0,1,0,0,0,1,0,1,0
2004,0.07438525758804262,3,0.46,0,0,0,1,0,1,0,1,0
2016,0.037192008906543284,1,0.46,0,0,0,1,0,1,0,1,0
2017,0.04958975846704306,1,0.05,0,1,0,0,0,1,0,1,0
2009,0.0867830071485424,1,0.46,0,0,0,1,0,1,0,1,0
2010,0.14877175495104128,2,0.09,0,1,0,0,0,1,0,1,0
2012,0.09918075670904218,3,0.46,0,1,0,0,0,1,0,1,0
2015,0.14877175495104128,1,0.04,0,1,0,0,0,1,0,1,0
2018,0.024794259346043505,1,0.03,0,0,0,1,0,1,0,1,0
2018,0.02727380925814346,1,0.03,0,0,0,1,0,1,0,1,0
2008,0.043390883686793176,2,0.07,0,0,0,1,0,1,0,1,0
2013,0.14877175495104128,2,0.07,0,1,0,0,0,1,0,1,0
2019,0.009916959873443772,1,0.09,0,0,0,1,0,1,0,1,0
2011,0.04958975846704306,2,0.46,0,1,0,0,0,1,0,1,0
2018,0.012396509785543727,1,0.46,0,1,0,0,0,1,0,1,0
2019,0.037192008906543284,1,0.17,0,0,0,1,0,1,0,1,0
2011,0.06694660785174275,2,0.07,0,1,0,0,0,1,0,1,0
2017,0.09989610685868301,1,0.17,0,0,0,1,0,1,0,1,0
2017,0.030993134126293394,1,0.03,0,1,0,0,0,1,0,1,0
2011,0.1580700671214161,2,0.17,0,1,0,0,0,1,0,1,0
2015,0.05070927525235619,1,0.17,0,0,0,1,0,1,1,0,0
2011,0.07438525758804262,3,0.07,0,0,0,1,0,1,0,1,0
2004,0.05702840820334293,1,0.46,0,0,0,1,0,1,0,1,0
2004,0.027630864445485855,2,0.07,0,1,0,0,0,1,1,0,0
2011,0.22315825231403996,2,0.07,0,1,0,0,0,1,0,1,0
2015,0.037192008906543284,2,0.07,0,1,0,0,0,1,0,1,0
2015,0.07648047726376708,1,0.17,0,0,0,1,0,1,1,0,0
2015,0.07994440849097072,1,0.17,0,0,0,1,0,1,1,0,0
2012,0.11157850626954195,2,0.07,0,1,0,0,1,0,0,1,0
2013,0.09419190228589706,2,0.03,0,1,0,0,0,1,1,0,0
2011,0.0867830071485424,2,0.07,0,1,0,0,0,1,0,1,0
2012,0.10657229499701214,2,0.03,0,0,0,1,0,1,1,0,0
2018,0.14877175495104128,1,0.46,0,0,0,1,0,1,0,1,0
2015,0.14877175495104128,1,0.03,0,1,0,0,0,1,0,1,0
2012,0.09298188192879228,2,0.03,0,0,0,1,1,0,0,1,0
2009,0.07070932484335443,1,0.03,0,0,0,1,0,1,1,0,0
2011,0.0867830071485424,3,0.05,0,1,0,0,0,1,0,1,0
2015,0.055788633247292954,1,0.07,0,0,0,1,0,1,0,1,0
2013,0.08939149365607155,2,0.05,0,1,0,0,0,1,1,0,0
2011,0.018595384565793616,1,0.09,0,0,0,1,0,1,0,1,0
2016,0.037192008906543284,1,0.17,0,0,0,1,0,1,0,1,0
2011,0.09918075670904218,1,0.09,0,1,0,0,0,1,0,1,0
2009,0.20332185301724032,2,0.09,0,1,0,0,0,1,0,1,0
2006,0.15427511598094715,2,0.46,0,0,0,1,0,1,0,1,0
2006,0.09546143184089224,2,0.46,0,0,0,1,0,1,0,1,0
2014,0.11157850626954195,1,0.46,0,1,0,0,0,1,0,1,0
2017,0.037192008906543284,1,0.03,0,0,0,1,0,1,0,1,0
2012,0.06198750802754284,1,0.07,0,0,0,1,0,1,0,1,0
2012,0.09918075670904218,2,0.46,0,1,0,0,0,1,0,1,0
2018,0.006197635005293839,1,0.46,0,0,0,1,0,1,0,1,0
2018,0.029753359170243417,1,0.46,0,0,0,1,1,0,0,1,0
2019,0.012396509785543727,1,0.09,0,0,0,1,0,1,0,1,0
2016,0.09670120679694222,3,0.46,0,1,0,0,0,1,0,1,0
2018,0.06198750802754284,1,0.05,0,1,0,0,0,1,0,1,0
2001,0.12397625583004174,2,0.46,0,0,0,1,0,1,0,1,0
2018,0.024794259346043505,1,0.46,0,0,0,1,0,1,0,1,0
2019,0.0015484789201064223,1,0.17,0,0,0,1,0,1,0,1,0
2015,0.02126338027121317,1,0.09,0,0,0,1,0,1,0,1,0
2019,0.006197635005293839,1,0.05,0,1,0,0,1,0,0,1,0
2012,0.09546143184089224,1,0.07,0,1,0,0,0,1,0,1,0
2008,0.11157850626954195,2,0.17,0,1,0,0,0,1,0,1,0
2011,0.09918075670904218,2,0.07,0,0,0,1,0,1,0,1,0
2015,0.08058413236829251,1,0.04,0,1,0,0,0,1,0,1,0
2011,0.09918075670904218,1,0.09,0,1,0,0,0,1,0,1,0
2013,0.029759558045023667,1,0.17,0,0,0,1,0,1,0,1,0
2018,0.024794259346043505,1,0.46,0,1,0,0,0,1,0,1,0
2014,0.14877175495104128,1,0.03,0,1,0,0,0,1,0,1,0
2009,0.14877175495104128,2,0.17,0,0,0,1,0,1,0,1,0
2015,0.09918075670904218,1,0.46,0,1,0,0,0,1,0,1,0
2005,0.09918075670904218,1,0.46,0,0,0,1,0,1,0,1,0
2012,0.12397625583004174,1,0.03,0,1,0,0,0,1,0,1,0
2009,0.14877175495104128,2,0.46,0,0,0,1,0,1,0,1,0
2011,0.18472522867649063,2,0.07,0,1,0,0,0,1,0,1,0
2005,0.08058413236829251,2,0.46,0,0,0,1,0,1,0,1,0
2009,0.12397625583004174,2,0.46,0,1,0,0,0,1,0,1,0
2011,0.08058413236829251,2,0.07,0,1,0,0,0,1,0,1,0
2018,0.023554484389993528,2,0.07,0,0,0,1,0,1,0,1,0
2010,0.09918075670904218,2,0.07,0,0,0,1,0,1,0,1,0
2015,0.037192008906543284,1,0.46,0,0,0,1,0,1,0,1,0
2012,0.13513423043449152,1,0.46,0,1,0,0,0,1,0,1,0
2012,0.11157850626954195,1,0.17,0,0,1,0,0,1,0,1,0
2012,0.11157850626954195,1,0.46,0,0,0,1,0,1,0,1,0
2011,0.08058413236829251,2,0.07,0,1,0,0,0,1,0,1,0
2010,0.1363740053905415,2,0.46,0,1,0,0,0,1,0,1,0
2007,0.14877175495104128,1,0.05,0,1,0,0,0,1,0,1,0
2014,0.05454885829124297,1,0.03,0,1,0,0,0,1,0,1,0
2015,0.09918075670904218,1,0.46,0,0,0,1,0,1,0,1,0
2018,0.006197635005293839,1,0.03,0,0,0,1,0,1,0,1,0
2016,0.0756250325440926,1,0.17,0,0,0,1,0,1,0,1,0
2011,0.12397625583004174,2,0.04,0,1,0,0,0,1,0,1,0
2009,0.03425746158557299,1,0.17,0,0,0,1,0,1,0,1,0
2010,0.12397625583004174,3,0.46,0,1,0,0,0,1,0,1,0
2012,0.12397625583004174,1,0.17,0,0,1,0,0,1,0,1,0
2019,0.015602567821888971,1,0.07,0,0,0,1,0,1,1,0,0
2018,0.047213109876295255,1,0.07,0,1,0,0,0,1,1,0,0
2012,0.06859302899337712,1,0.07,0,1,0,0,0,1,1,0,0
2012,0.10120406943731573,1,0.07,0,1,0,0,0,1,1,0,0
2016,0.19241307317895656,1,0.07,0,1,0,0,0,1,1,0,0
2013,0.11564868745025403,1,0.07,0,1,0,0,0,1,1,0,0
2009,0.27010976967460865,1,0.46,0,1,0,0,0,1,1,0,0
2012,0.1117830691372902,1,0.07,0,1,0,0,0,1,1,0,0
2014,0.1258408773639409,1,0.07,0,1,0,0,0,1,1,0,0
2010,0.1066404826195949,2,0.07,0,1,0,0,0,1,1,0,0
2013,0.10542426338770987,2,0.05,0,1,0,0,0,1,1,0,0
2006,0.11292490187181223,2,0.07,0,0,0,1,0,1,1,0,0
2013,0.1986776560318771,2,0.07,0,1,0,0,0,1,1,0,0
2013,0.15562895023295373,2,0.07,0,1,0,0,0,1,1,0,0
2019,0.07438525758804262,1,0.03,0,1,0,0,0,1,0,1,0
2006,0.12397625583004174,1,0.07,0,1,0,0,0,1,0,1,0
2013,0.11157850626954195,3,0.46,0,1,0,0,0,1,0,1,0
2009,0.14877175495104128,2,0.05,0,1,0,0,0,1,0,1,0
2014,0.10166030662114213,1,0.03,0,1,0,0,0,1,0,1,0
2016,0.07438525758804262,1,0.05,0,1,0,0,0,1,0,1,0
2019,0.029753359170243417,1,0.46,0,0,0,1,0,1,0,1,0
2014,0.14877175495104128,1,0.09,0,1,0,0,0,1,0,1,0
2013,0.08058413236829251,1,0.03,0,1,0,0,0,1,1,0,0
2013,0.08058413236829251,1,0.46,0,1,0,0,0,1,1,0,0
2015,0.10413985653324209,1,0.17,0,1,0,0,0,1,1,0,0
2013,0.09298188192879228,1,0.04,0,1,0,0,0,1,1,0,0
2007,0.06198750802754284,1,0.46,0,1,0,0,0,1,1,0,0
2011,0.06198750802754284,1,0.46,0,0,0,1,0,1,0,1,0
2007,0.060747733071492865,1,0.46,0,0,0,1,0,1,1,0,0
2016,0.6942727356130315,1,0.46,0,1,0,0,0,1,1,0,0
2015,0.017808127468701883,1,0.03,0,0,0,1,0,1,1,0,0
2017,0.05082953342309304,1,0.04,0,1,0,0,1,0,0,1,0
2013,0.08058413236829251,1,0.17,0,1,0,0,0,1,1,0,0
2015,0.08058413236829251,1,0.46,0,1,0,0,0,1,1,0,0
2013,0.07572793386544474,1,0.46,0,1,0,0,0,1,1,0,0
2013,0.09298188192879228,1,0.04,0,1,0,0,0,1,0,1,0
2012,0.08926255706064236,1,0.05,0,1,0,0,0,1,1,0,0
2014,0.08058413236829251,1,0.03,0,1,0,0,0,1,1,0,0
2017,0.06818638280779273,1,0.17,0,1,0,0,0,1,1,0,0
2015,0.026034034302093483,2,0.17,0,0,0,1,0,1,1,0,0
2012,0.08227394563338862,2,0.07,0,0,0,1,1,0,1,0,0
2018,0.01450412721082869,1,0.17,0,0,0,1,1,0,1,0,0
2017,0.012396509785543727,1,0.17,0,0,0,1,1,0,0,1,0
2014,0.12397625583004174,2,0.07,0,1,0,0,1,0,0,1,0
2016,0.008806121512822992,1,0.46,0,0,0,1,0,1,0,0,1
2015,0.05699617405448563,1,0.46,0,1,0,0,0,1,0,0,1
2015,0.06860790629284973,1,0.17,0,0,0,1,0,1,0,0,1
2017,0.024794259346043505,2,0.07,0,0,0,1,1,0,1,0,0
2015,0.07635030089338184,1,0.03,0,1,0,0,0,1,0,0,1
2016,0.048864490117753824,2,0.46,0,0,0,1,1,0,0,0,1
2014,0.03676304677174999,1,0.03,0,0,0,1,0,1,0,0,1
2016,0.08017748618270812,1,0.46,0,1,0,0,0,1,0,0,1
2015,0.06773262517387844,2,0.17,0,1,0,0,1,0,0,0,1
2015,0.08246983007644453,1,0.03,0,0,0,1,0,1,0,0,1
2018,0.02972112502138612,2,0.04,0,1,0,0,1,0,1,0,0
2016,0.053309083335193,1,0.07,0,1,0,0,1,0,1,0,0
2013,0.0012385351810939279,2,0.03,0,1,0,0,0,1,1,0,0
2018,0.012396509785543727,1,0.07,0,1,0,0,1,0,1,0,0
2013,0.10661940644534204,1,0.07,0,1,0,0,1,0,1,0,0
2019,0.037192008906543284,1,0.07,0,1,0,0,1,0,1,0,0
2016,0.06521092291327278,1,0.17,0,1,0,0,0,1,0,1,0
2012,0.1363740053905415,2,0.46,0,0,0,1,0,1,0,1,0
2017,0.02465788410087801,1,0.17,0,0,0,1,1,0,1,0,0
2016,0.008806121512822992,1,0.46,0,0,0,1,0,1,0,0,1
2015,0.014774398151247585,1,0.46,0,0,0,1,0,1,0,0,1
2017,0.013028795013129217,1,0.17,0,0,0,1,1,0,1,0,0
2016,0.05082953342309304,1,0.07,0,0,0,1,0,1,1,0,0
2017,0.058469026702273004,1,0.04,0,1,0,0,1,0,0,0,1
2015,0.05699617405448563,1,0.46,0,1,0,0,0,1,0,0,1
2012,0.06176930763527804,1,0.17,0,0,0,1,0,1,1,0,0
2013,0.07252559515396766,1,0.07,0,1,0,0,1,0,1,0,0
2005,0.07014522723835169,1,0.17,0,0,0,1,0,1,1,0,0
2012,0.0644670579396428,1,0.07,0,1,0,0,0,1,1,0,0
2015,0.06860790629284973,1,0.17,0,0,0,1,0,1,0,0,1
2017,0.05765697410606027,1,0.46,0,1,0,0,0,1,0,0,1
2013,0.0012385351810939279,2,0.03,0,1,0,0,0,1,1,0,0
2018,0.012396509785543727,1,0.07,0,1,0,0,1,0,1,0,0
2013,0.10661940644534204,1,0.07,0,1,0,0,1,0,1,0,0
2019,0.037192008906543284,1,0.07,0,1,0,0,1,0,1,0,0
2016,0.06521092291327278,1,0.17,0,1,0,0,0,1,0,1,0
2012,0.1363740053905415,2,0.46,0,0,0,1,0,1,0,1,0
2017,0.02465788410087801,1,0.17,0,0,0,1,1,0,1,0,0
2016,0.008806121512822992,1,0.46,0,0,0,1,0,1,0,0,1
2015,0.014774398151247585,1,0.46,0,0,0,1,0,1,0,0,1
2017,0.013028795013129217,1,0.17,0,0,0,1,1,0,1,0,0
2016,0.05082953342309304,1,0.07,0,0,0,1,0,1,1,0,0
2017,0.058469026702273004,1,0.04,0,1,0,0,1,0,0,0,1
2015,0.05699617405448563,1,0.46,0,1,0,0,0,1,0,0,1
2012,0.06176930763527804,1,0.17,0,0,0,1,0,1,1,0,0
2013,0.07252559515396766,1,0.07,0,1,0,0,1,0,1,0,0
2005,0.07014522723835169,1,0.17,0,0,0,1,0,1,1,0,0
2012,0.0644670579396428,1,0.07,0,1,0,0,0,1,1,0,0
2015,0.06860790629284973,1,0.17,0,0,0,1,0,1,0,0,1
2017,0.05765697410606027,1,0.46,0,1,0,0,0,1,0,0,1
2013,0.0012385351810939279,2,0.03,0,1,0,0,0,1,1,0,0
2018,0.012396509785543727,1,0.07,0,1,0,0,1,0,1,0,0
2013,0.10661940644534204,1,0.07,0,1,0,0,1,0,1,0,0
2019,0.037192008906543284,1,0.07,0,1,0,0,1,0,1,0,0
2016,0.06521092291327278,1,0.17,0,1,0,0,0,1,0,1,0
2012,0.1363740053905415,2,0.46,0,0,0,1,0,1,0,1,0
2017,0.02465788410087801,1,0.17,0,0,0,1,1,0,1,0,0
2016,0.008806121512822992,1,0.46,0,0,0,1,0,1,0,0,1
2015,0.014774398151247585,1,0.46,0,0,0,1,0,1,0,0,1
2017,0.013028795013129217,1,0.17,0,0,0,1,1,0,1,0,0
2016,0.05082953342309304,1,0.07,0,0,0,1,0,1,1,0,0
2017,0.058469026702273004,1,0.04,0,1,0,0,1,0,0,0,1
2015,0.05699617405448563,1,0.46,0,1,0,0,0,1,0,0,1
2012,0.06176930763527804,1,0.17,0,0,0,1,0,1,1,0,0
2013,0.07252559515396766,1,0.07,0,1,0,0,1,0,1,0,0
2005,0.07014522723835169,1,0.17,0,0,0,1,0,1,1,0,0
2012,0.0644670579396428,1,0.07,0,1,0,0,0,1,1,0,0
2015,0.06860790629284973,1,0.17,0,0,0,1,0,1,0,0,1
2017,0.05765697410606027,1,0.46,0,1,0,0,0,1,0,0,1
2013,0.0012385351810939279,2,0.03,0,1,0,0,0,1,1,0,0
2018,0.012396509785543727,1,0.07,0,1,0,0,1,0,1,0,0
2013,0.10661940644534204,1,0.07,0,1,0,0,1,0,1,0,0
2019,0.037192008906543284,1,0.07,0,1,0,0,1,0,1,0,0
2016,0.06521092291327278,1,0.17,0,1,0,0,0,1,0,1,0
2012,0.1363740053905415,2,0.46,0,0,0,1,0,1,0,1,0
2017,0.02465788410087801,1,0.17,0,0,0,1,1,0,1,0,0
2016,0.008806121512822992,1,0.46,0,0,0,1,0,1,0,0,1
2015,0.014774398151247585,1,0.46,0,0,0,1,0,1,0,0,1
2017,0.013028795013129217,1,0.17,0,0,0,1,1,0,1,0,0
2016,0.05082953342309304,1,0.07,0,0,0,1,0,1,1,0,0
2017,0.058469026702273004,1,0.04,0,1,0,0,1,0,0,0,1
2015,0.05699617405448563,1,0.46,0,1,0,0,0,1,0,0,1
2012,0.06176930763527804,1,0.17,0,0,0,1,0,1,1,0,0
2013,0.07252559515396766,1,0.07,0,1,0,0,1,0,1,0,0
2005,0.07014522723835169,1,0.17,0,0,0,1,0,1,1,0,0
2012,0.0644670579396428,1,0.07,0,1,0,0,0,1,1,0,0
2015,0.06860790629284973,1,0.17,0,0,0,1,0,1,0,0,1
2017,0.05765697410606027,1,0.46,0,1,0,0,0,1,0,0,1
2013,0.06198750802754284,2,0.17,0,0,0,1,0,1,0,1,0
2014,0.037192008906543284,1,0.46,0,0,0,1,0,1,0,1,0
2013,0.06198750802754284,2,0.17,0,0,0,1,0,1,0,1,0
1995,0.12397625583004174,2,0.46,0,0,0,1,0,1,0,1,0
2016,0.043390883686793176,1,0.05,0,1,0,0,0,1,0,1,0
2012,0.11157850626954195,2,0.07,0,0,0,1,0,1,0,1,0
2014,0.014195423246772245,1,0.46,0,0,0,1,0,1,0,1,0
2019,0.07438525758804262,1,0.09,0,1,0,0,0,1,0,1,0
2012,0.21324005266564014,2,0.05,0,1,0,0,0,1,0,1,0
2018,0.07438525758804262,1,0.46,0,1,0,0,0,1,0,1,0
2005,0.18596500363254062,1,0.07,0,1,0,0,0,1,0,1,0
2009,0.08182390732434248,1,0.07,0,1,0,0,0,1,0,1,0
2019,0.006197635005293839,1,0.46,0,0,0,1,0,1,0,1,0
2006,0.08245371300201587,2,0.46,0,0,0,1,0,1,0,1,0
2007,0.06818638280779273,2,0.03,0,0,0,1,0,1,0,1,0
2012,0.037068031410938285,1,0.09,0,0,0,1,0,1,0,1,0
2017,0.0037180850931938835,1,0.09,0,1,0,0,0,1,0,1,0
2012,0.10537963148929207,1,0.09,0,1,0,0,0,1,0,1,0
2011,0.06198750802754284,1,0.05,0,1,0,0,0,1,0,1,0
2010,0.14877175495104128,2,0.09,0,1,0,0,0,1,0,1,0
2008,0.11157850626954195,3,0.46,0,0,0,1,0,1,0,1,0
2017,0.009916959873443772,1,0.46,0,0,0,1,1,0,0,1,0
2015,0.009792982377838775,1,0.03,0,0,0,1,1,0,0,1,0
2017,0.06198750802754284,1,0.07,0,0,0,1,0,1,0,1,0
2016,0.030993134126293394,1,0.46,0,0,0,1,0,1,0,1,0
2009,0.024794259346043505,1,0.46,0,0,0,1,0,1,0,1,0
2018,0.021694821955918563,1,0.46,0,0,0,1,0,1,0,1,0
2008,0.030993134126293394,1,0.05,0,0,0,1,0,1,0,1,0
2013,0.2560122886493644,1,0.09,0,1,0,0,0,1,0,1,0
2013,0.10984282133107198,1,0.17,0,0,1,0,0,1,0,1,0
2012,0.09918075670904218,1,0.09,0,1,0,0,0,1,0,1,0
2008,0.12397625583004174,4,0.07,0,1,0,0,0,1,0,1,0
2011,0.23059690205033984,2,0.07,0,1,0,0,0,1,0,1,0
2010,0.07438525758804262,1,0.07,0,0,0,1,0,1,0,1,0
2019,0.013636284741593705,1,0.46,0,0,0,1,0,1,0,1,0
2017,0.037192008906543284,1,0.09,0,1,0,0,0,1,0,1,0
2007,0.09918075670904218,3,0.17,1,0,0,0,0,1,0,1,0
2001,0.07438525758804262,3,0.17,0,0,0,1,0,1,0,1,0
2007,0.12397625583004174,4,0.17,0,1,0,0,0,1,0,1,0
2019,0.018595384565793616,1,0.05,0,1,0,0,0,1,0,1,0
2011,0.11157850626954195,1,0.46,0,0,0,1,0,1,0,1,0
2012,0.14877175495104128,1,0.46,0,0,0,1,0,1,0,1,0
2013,0.12397625583004174,2,0.17,0,1,0,0,0,1,0,1,0
2009,0.1710877041599409,3,0.04,0,1,0,0,0,1,0,1,0
2008,0.1363740053905415,2,0.17,0,1,0,0,0,1,0,1,0
2015,0.14877175495104128,4,0.46,0,0,0,1,0,1,0,1,0
2011,0.0867830071485424,2,0.03,0,0,0,1,1,0,0,1,0
2015,0.0867830071485424,1,0.46,0,0,0,1,0,1,0,1,0
2011,0.17356725407204085,1,0.05,0,1,0,0,0,1,0,1,0
2009,0.018595384565793616,1,0.46,0,0,0,1,0,1,0,1,0
2018,0.024794259346043505,1,0.03,0,0,0,1,0,1,0,1,0
2009,0.12397625583004174,1,0.05,0,1,0,0,0,1,0,1,0
2015,0.0867830071485424,1,0.07,0,0,0,1,1,0,0,1,0
2018,0.006197635005293839,1,0.46,0,0,0,1,0,1,0,1,0
2013,0.03468022484558603,1,0.09,0,0,0,1,0,1,0,1,0
2018,0.04958975846704306,1,0.46,0,0,0,1,0,1,0,1,0
2007,0.09918075670904218,1,0.46,0,0,0,1,0,1,0,1,0
2013,0.047110208554943106,1,0.46,0,0,0,1,0,1,0,1,0
2013,0.047110208554943106,1,0.46,0,0,0,1,0,1,0,1,0
2014,0.043390883686793176,1,0.09,0,0,0,1,0,1,0,1,0
2012,0.07438525758804262,2,0.17,0,1,0,0,0,1,0,1,0
2004,0.14877175495104128,2,0.07,0,1,0,0,0,1,0,1,0
2018,0.02231470943394355,1,0.46,0,0,0,1,1,0,0,1,0
2016,0.012396509785543727,1,0.03,0,0,0,1,0,1,0,1,0
2015,0.11157850626954195,3,0.05,0,1,0,0,0,1,0,1,0
2016,0.09918075670904218,2,0.04,0,1,0,0,0,1,0,1,0
2020,0.001734445163513919,1,0.17,0,1,0,0,0,1,0,1,0
2011,0.07438525758804262,1,0.07,0,0,0,1,0,1,0,1,0
2011,0.07438525758804262,3,0.46,0,0,0,1,0,1,0,1,0
2009,0.06570683289569278,1,0.46,0,0,0,1,0,1,0,1,0
2010,0.12397625583004174,1,0.07,0,1,0,0,0,1,1,0,0
2012,0.10661940644534204,2,0.17,0,1,0,0,0,1,1,0,0
2015,0.12397625583004174,1,0.03,0,1,0,0,0,1,0,1,0
2016,0.037192008906543284,1,0.17,0,1,0,0,0,1,0,1,0
2011,0.14877175495104128,1,0.17,0,0,0,1,0,1,0,1,0
2011,0.07438525758804262,2,0.17,0,0,1,0,0,1,0,1,0
2016,0.06198750802754284,2,0.46,0,1,0,0,0,1,0,1,0
2010,0.1537308547752412,2,0.07,0,1,0,0,0,1,0,1,0
2012,0.12397625583004174,3,0.17,0,0,0,1,0,1,0,1,0
2017,0.05206930837914302,1,0.17,0,0,0,1,0,1,0,1,0
2015,0.12397625583004174,1,0.17,0,1,0,0,0,1,0,1,0
2016,0.03496661286043357,1,0.03,0,0,0,1,0,1,1,0,0
2017,0.04050220803919673,1,0.46,0,0,0,1,1,0,1,0,0
2016,0.037307307977455934,1,0.17,0,1,0,0,1,0,1,0,0
2013,0.0697088264538221,1,0.46,1,0,0,0,0,1,1,0,0
2013,0.07354097084297258,1,0.17,0,0,0,1,0,1,1,0,0
2016,0.04897359031388622,1,0.46,0,1,0,0,0,1,1,0,0
2013,0.043761576398652115,1,0.17,0,0,0,1,0,1,1,0,0
2011,0.06407900837839915,1,0.04,0,0,0,1,0,1,1,0,0
2011,0.0945427585984592,1,0.07,0,0,0,1,1,0,1,0,0
2013,0.05460960726408942,1,0.07,0,1,0,0,0,1,1,0,0
2017,0.0558964936684693,1,0.05,0,1,0,0,0,1,1,0,0
2011,0.050984505292599284,1,0.04,0,0,0,1,0,1,1,0,0
2014,0.05233585999469376,1,0.07,0,1,0,0,1,0,1,0,0
2011,0.06720200149268905,1,0.07,0,0,0,1,0,1,1,0,0
2012,0.06514521484060214,1,0.07,0,0,0,1,0,1,1,0,0
2014,0.07328185787715814,1,0.46,0,1,0,0,0,1,1,0,0
2014,0.06764708070191099,1,0.46,0,0,0,1,0,1,1,0,0
2010,0.058967416234605094,2,0.17,0,0,0,1,0,1,1,0,0
2010,0.0559659210660081,2,0.07,0,0,0,1,0,1,1,0,0
2013,0.07639865211666778,2,0.07,0,0,0,1,1,0,1,0,0
2007,0.24175487665478962,3,0.09,0,1,0,0,0,1,0,1,0
2014,0.06198750802754284,1,0.17,0,1,0,0,0,1,0,1,0
2018,0.08430345723644245,1,0.07,0,1,0,0,1,0,0,1,0
2010,0.14877175495104128,2,0.09,0,1,0,0,0,1,0,1,0
2019,0.024794259346043505,1,0.46,0,0,0,1,0,1,0,1,0
2010,0.037192008906543284,1,0.46,0,0,0,1,0,1,0,1,0
2013,0.07438525758804262,1,0.46,0,1,0,0,0,1,0,1,0
2010,0.11157850626954195,3,0.17,0,0,0,1,0,1,0,1,0
2008,0.11157850626954195,2,0.46,0,0,0,1,0,1,0,1,0
2019,0.030993134126293394,1,0.17,0,1,0,0,0,1,0,1,0
2017,0.04958975846704306,1,0.46,0,0,0,1,0,1,0,1,0
2012,0.1363740053905415,2,0.46,0,0,0,1,0,1,0,1,0
2006,0.16364905442364103,1,0.46,0,0,0,1,0,1,0,1,0
2018,0.013611489242472706,1,0.09,0,0,0,1,1,0,1,0,0
2018,0.02557407779339894,1,0.17,0,0,0,1,0,1,1,0,0
2018,0.06198750802754284,1,0.04,0,1,0,0,0,1,0,1,0
2015,0.037192008906543284,1,0.17,0,0,0,1,1,0,0,1,0
2015,0.0865127362081235,1,0.46,0,0,0,1,0,1,1,0,0
2003,0.06694660785174275,1,0.46,0,0,0,1,0,1,0,1,0
2013,0.07891539527744924,1,0.05,0,1,0,0,0,1,1,0,0
2017,0.07438525758804262,1,0.03,0,1,0,0,0,1,0,1,0
2015,0.0644670579396428,1,0.05,0,1,0,0,0,1,1,0,0
2015,0.07362279599007188,1,0.46,0,1,0,0,0,1,1,0,0
2015,0.08725164208192929,1,0.17,0,0,0,1,0,1,1,0,0
2013,0.06871328716411397,1,0.46,0,0,0,1,0,1,1,0,0
2013,0.09721323385379085,2,0.05,0,1,0,0,0,1,1,0,0
2018,0.05069315817792754,1,0.05,0,1,0,0,0,1,1,0,0
2015,0.043171443519572326,2,0.03,0,0,0,1,0,1,1,0,0
2017,0.09298188192879228,1,0.04,0,1,0,0,1,0,0,1,0
2017,0.06886206015883997,1,0.46,0,1,0,0,0,1,1,0,0
2014,0.07009687601506574,1,0.03,0,1,0,0,0,1,1,0,0
2016,0.05417692580442798,1,0.17,0,0,0,1,0,1,0,1,0
2009,0.14877175495104128,2,0.09,0,0,0,1,0,1,0,1,0
2017,0.024794259346043505,1,0.17,0,0,0,1,0,1,0,1,0
2014,0.03407149534216549,1,0.03,0,1,0,0,0,1,1,0,0
2019,0.009916959873443772,1,0.46,0,0,0,1,0,1,0,1,0
2008,0.037192008906543284,1,0.17,0,0,0,1,0,1,0,1,0
2014,0.06968279117974505,2,0.46,0,0,0,1,0,1,1,0,0
2006,0.0867830071485424,1,0.46,0,0,0,1,0,1,0,1,0
2018,0.001784036161755918,1,0.03,0,0,0,1,0,1,0,1,0
